54398.0,4.800000000000001
54399.0,62.7
54406.0,48.800000000000004
54416.0,28.3
54419.0,18.5
54421.0,22.9
54424.0,5.5
54431.0,13.8
54433.0,9.1
54499.0,35.5
54501.0,40.2
54505.0,11.799999999999999
54511.0,4.3
54513.0,10.0
54514.0,3.8
54594.0,7.4
54596.0,9.700000000000001
54597.0,56.6
54428.0,6.3
54523.0,17.0
54525.0,0.0
54526.0,1.6
54527.0,0.0
54528.0,0.0
54529.0,8.1
54530.0,14.7
54619.0,0.0
54622.0,30.6
54623.0,4.3
54645.0,0.0
53392.0,35.1
53397.0,42.3
53399.0,21.099999999999998
53491.0,6.0
53492.0,1.4
53498.0,3.6
53499.0,8.4
53593.0,1.3
53596.0,87.5
53599.0,39.8
53680.0,117.7
53682.0,72.8
53688.0,87.0
53689.0,33.5
53690.0,117.5
53691.0,90.6
53692.0,103.60000000000001
53693.0,155.4
53694.0,307.4
53695.0,79.3
53696.0,71.6
53697.0,36.800000000000004
53699.0,37.800000000000004
53773.0,187.2
53781.0,154.20000000000002
53784.0,52.0
53785.0,138.1
53789.0,92.7
53790.0,122.1
53791.0,156.6
53792.0,210.2
53794.0,100.0
53795.0,200.29999999999998
53796.0,39.1
53797.0,167.3
53798.0,144.7
53799.0,98.3
53883.0,107.7
53886.0,195.1
53890.0,298.9
53891.0,123.60000000000001
53892.0,192.7
53893.0,123.5
53894.0,354.9
53895.0,169.7
53896.0,105.5
53897.0,306.4
53899.0,112.60000000000001
53980.0,109.5
53996.0,120.8
54301.0,26.599999999999998
54304.0,24.3
54308.0,4.0
54311.0,1.8
54318.0,3.6
54319.0,0.2
54401.0,4.3
54404.0,9.8
54405.0,0.1
54408.0,1.2
54420.0,2.3
54423.0,9.9
54425.0,2.1
54429.0,19.5
54430.0,0.0
54432.0,45.5
54434.0,4.1000000000000005
54436.0,21.400000000000002
54437.0,0.6
54438.0,6.4
54439.0,2.0
54449.0,3.1999999999999997
54502.0,13.0
54503.0,34.3
54506.0,11.7
54507.0,8.799999999999999
54510.0,3.0
54512.0,10.0
54515.0,3.6
54518.0,2.4
54519.0,9.299999999999999
54520.0,0.0
54521.0,0.0
54522.0,12.1
54531.0,20.4
54532.0,23.0
54533.0,0.0
54534.0,8.8
54535.0,0.0
54539.0,0.0
54540.0,12.200000000000001
54541.0,2.2
54601.0,28.0
54602.0,143.1
54603.0,2.3
54604.0,8.0
54605.0,23.4
54606.0,3.5
54607.0,155.3
54608.0,8.200000000000001
54609.0,6.0
54610.0,5.6
54611.0,39.7
54612.0,1.0
54613.0,0.1
54614.0,0.9
54615.0,0.0
54616.0,0.0
54617.0,1.3
54618.0,0.1
54620.0,5.9
54621.0,23.8
54624.0,0.0
54626.0,7.800000000000001
54627.0,0.0
54628.0,0.2
54631.0,76.4
54632.0,181.1
54633.0,26.6
54636.0,14.7
54640.0,123.8
54644.0,0.1
54700.0,8.8
54701.0,23.1
54702.0,10.0
54703.0,11.9
54704.0,14.3
54705.0,27.900000000000002
54706.0,14.600000000000001
54707.0,20.5
54708.0,9.7
54710.0,5.1
54711.0,2.7
54713.0,0.6
54717.0,2.3
54719.0,0.0
54800.0,51.1
54801.0,38.4
54804.0,84.6
54809.0,91.7
54820.0,102.7
53478.0,4.0
53486.0,3.5
53487.0,5.3999999999999995
53488.0,5.499999999999999
