区站号,Y,X,降雨量,降雨量20-26,总降雨量
56654,26.58333333,100.1833333,79.1,47.4,126.5
56664,26.63333333,101.2666667,65.0,40.8,105.8
56665,26.68333333,101.85,9.3,7.8,17.1
56666,26.58333333,101.7166667,32.1,20.8,52.900000000000006
56669,26.05,101.6666667,15.5,15.0,30.5
56670,26.91666667,102.1166667,58.7,47.3,106.0
56671,26.65,102.25,93.0,67.9,160.9
56673,26.91666667,102.9166667,41.3,28.6,69.9
56674,26.5,101.7333333,72.7,29.8,102.5
56675,26.65,102.5833333,62.5,52.5,115.0
56684,26.4,103.25,44.8,26.5,71.3
56688,26.1,103.1666667,35.2,34.0,69.2
56691,26.86666667,104.2833333,70.1,27.2,97.3
56697,26.21666667,104.0833333,96.2,72.6,168.8
56739,24.98333333,98.5,77.3,48.4,125.69999999999999
56742,25.9,99.36666667,58.6,45.9,104.5
56745,25.68333333,99.95,63.1,22.9,86.0
56746,25.46666667,99.51666667,55.5,36.7,92.2
56748,25.11666667,99.18333333,129.6,94.7,224.3
56751,25.7,100.1833333,51.0,35.9,86.9
56752,25.83333333,100.5666667,43.9,9.5,53.4
56755,25.35,100.4833333,87.0,80.6,167.6
56757,25.26666667,100.2833333,46.1,32.4,78.5
56761,25.71666667,101.3166667,44.6,37.4,82.0
56764,25.53333333,101.2333333,40.6,35.9,76.5
56766,25.3,101.5166667,131.6,108.1,239.7
56767,25.18333333,101.2833333,88.3,64.3,152.6
56772,25.23333333,102.5,50.5,46.1,96.6
56774,25.53333333,102.4166667,141.0,126.0,267.0
56777,25.15,102.0666667,33.3,13.7,47.0
56778,25.0,102.65,99.6,78.1,177.7
56782,25.41666667,103.55,43.1,19.9,63.0
56783,25.5,103.8,35.3,5.0,40.3
56785,25.35,103.0833333,104.6,96.9,201.5
56790,25.68333333,104.25,63.7,25.6,89.30000000000001
56792,25.78333333,104.9666667,142.2,80.19999999999999,222.39999999999998
56793,25.71666667,104.4666667,93.4,47.1,140.5
56835,24.06666667,97.81666667,113.5,101.4,214.9
56836,24.7,97.95,107.5,103.6,211.1
56839,23.76666667,98.81666667,161.3,119.3,280.6
56840,24.81666667,98.3,56.6,37.1,93.7
56841,24.6,98.68333333,271.8,199.5,471.3
56842,24.73333333,99.18333333,133.7,108.2,241.89999999999998
56843,24.83333333,99.61666667,152.0,103.7,255.7
56844,24.43333333,98.58333333,229.8,159.8,389.6
56846,24.58333333,99.93333333,181.7,99.0,280.7
56849,24.03333333,99.23333333,56.6,33.9,90.5
56851,25.03333333,100.5166667,101.4,78.6,180.0
56854,24.45,100.1333333,49.5,36.4,85.9
56856,24.46666667,100.8666667,73.1,43.4,116.5
56862,24.68333333,101.6,119.8,95.8,215.6
56863,24.93333333,102.4833333,118.7,108.9,227.60000000000002
56867,23.98333333,101.1166667,81.6,30.0,111.6
56869,24.06666667,101.9666667,126.8,96.9,223.7
56870,24.65,102.1833333,78.9,49.8,128.7
56871,24.65,102.6,143.6,101.9,245.5
56873,24.68333333,102.9166667,55.8,21.7,77.5
56875,24.33333333,102.55,114.1,99.6,213.7
56876,24.28333333,102.7666667,100.2,71.9,172.10000000000002
56878,24.13333333,102.75,65.9,28.0,93.9
56879,24.18333333,102.9166667,188.1,74.7,262.8
56880,24.91666667,103.1666667,54.2,42.6,96.80000000000001
56881,24.75,103.2666667,81.2,46.3,127.5
56882,24.88333333,102.8,66.2,51.4,117.6
56883,24.81666667,103.9833333,76.0,50.5,126.5
56885,24.4,103.45,89.9,37.6,127.5
56886,24.53333333,103.7666667,115.5,67.0,182.5
56889,24.05,104.1666667,112.8,36.9,149.7
56891,24.98333333,104.3166667,136.9,79.1,216.0
56898,24.18333333,102.4,124.4,76.5,200.9
56944,23.15,99.26666667,160.0,107.0,267.0
56946,23.55,99.4,100.8,93.3,194.1
56948,22.63333333,99.6,115.5,71.5,187.0
56949,22.31666667,99.6,74.1,56.5,130.6
56950,23.46666667,99.8,79.4,32.8,112.2
56951,23.88333333,100.0833333,115.3,85.1,200.39999999999998
56952,23.5,100.7,102.5,64.4,166.9
56954,22.56666667,99.93333333,148.1,79.8,227.89999999999998
56958,21.91666667,100.4166667,135.3,76.8,212.10000000000002
56962,23.41666667,101.6666667,83.6,66.5,150.1
56964,22.78333333,100.9666667,133.4,102.7,236.10000000000002
56966,23.6,101.9833333,74.0,36.6,110.6
56969,21.46666667,101.5833333,320.3,144.3,464.6
56970,23.7,102.4833333,110.4,38.1,148.5
56975,23.36666667,102.4333333,129.1,44.5,173.6
56976,23.23333333,102.8333333,99.6,43.7,143.3
56977,22.58333333,101.85,266.7,133.9,400.6
56978,23.0,102.4166667,222.0,61.4,283.4
56982,23.7,103.2833333,130.1,56.5,186.6
56984,23.38333333,103.15,191.6,91.9,283.5
56987,22.78333333,103.2333333,233.0,140.7,373.7
56991,23.61666667,104.3333333,104.7,27.9,132.6
56992,23.45,104.7,138.6,41.4,180.0
56994,23.33333333,104.2833333,158.8,53.4,212.20000000000002
56995,23.03333333,104.4166667,115.8,43.3,159.1
57001,34.75,105.3333333,75.9,1.5,77.4
57002,34.85,105.65,82.9,7.7,90.60000000000001
57003,34.9,106.8333333,44.2,25.1,69.30000000000001
57004,34.73333333,104.8833333,81.7,14.8,96.5
57006,34.58333333,105.75,77.0,2.4,79.4
57007,34.18333333,105.1833333,124.6,11.2,135.79999999999998
57008,34.03333333,105.3,116.2,29.0,145.2
57011,34.75,106.15,40.9,8.700000000000001,49.6
57012,34.98333333,106.2,28.1,4.6,32.7
57014,34.56666667,105.8666667,46.5,5.9,52.4
57016,34.35,107.1333333,80.9,40.0,120.9
57020,34.36666667,107.4,133.3,19.3,152.60000000000002
57021,34.65,107.1333333,61.1,31.4,92.5
57022,34.68333333,107.7833333,53.1,2.2,55.300000000000004
57023,35.01666667,108.1166667,36.8,32.4,69.19999999999999
57024,34.45,107.65,23.2,5.4,28.6
57025,34.51666667,107.3833333,84.1,13.1,97.19999999999999
57026,34.36666667,107.8833333,28.3,1.1,29.400000000000002
57027,34.26666667,107.7333333,16.0,5.4,21.4
57028,34.03333333,107.3166667,19.1,6.4,25.5
57029,34.5,108.4833333,27.2,17.3,44.5
57030,34.7,108.15,18.7,3.5,22.2
57031,34.81666667,108.55,43.4,13.5,56.9
57033,34.55,108.8166667,50.9,6.8,57.699999999999996
57034,34.25,108.2166667,1.6,0.4,2.0
57035,34.55,108.2333333,38.8,10.3,49.099999999999994
57037,34.93333333,108.9833333,82.8,51.0,133.8
57038,34.28333333,108.45,23.5,22.8,46.3
57041,34.63333333,108.9166667,41.1,8.200000000000001,49.300000000000004
57042,34.78333333,109.1833333,99.9,27.4,127.30000000000001
57043,34.8,109.9666667,3.2,3.2,6.4
57045,34.51666667,109.4833333,100.6,47.4,148.0
57046,34.48333333,110.0833333,120.5,85.89999999999999,206.39999999999998
57048,34.4,108.7166667,38.1,3.5,41.6
57051,34.8,111.2,93.1,39.6,132.7
57052,34.88333333,110.45,22.7,7.7,30.4
57053,34.7,110.7166667,132.7,70.0,202.7
57054,34.55,110.2333333,18.9,16.3,35.2
57055,34.55,110.0833333,16.3,4.6,20.9
57056,34.53333333,110.85,131.9,60.6,192.5
57057,34.1,110.15,105.3,87.9,193.2
57060,35.16666667,111.2333333,54.0,9.0,63.0
57061,34.83333333,111.2,115.5,40.9,156.4
57063,34.76666667,111.7666667,110.0,52.8,162.8
57066,34.4,111.6666667,140.8,40.6,181.4
57070,34.73333333,112.1166667,176.0,67.3,243.3
57071,34.81666667,112.4333333,337.8,147.3,485.1
57072,34.91666667,112.75,495.6,194.2,689.8
57074,34.41666667,112.4,307.7,97.2,404.9
57075,34.16666667,112.8666667,499.9,233.2,733.0999999999999
57076,34.73333333,112.7833333,648.6,232.3,880.9000000000001
57078,34.15,112.4666667,348.0,52.4,400.4
57079,34.95,113.0333333,500.8,223.6,724.4
57080,34.73333333,112.9666667,712.9,310.2,1023.0999999999999
57081,34.8,113.4333333,833.2,359.5,1192.7
57082,34.46666667,113.0166667,637.6,265.3,902.9000000000001
57083,34.71666667,113.65,1001021.8,675.8,1001697.6000000001
57084,34.5,113.05,855.6,276.8,1132.4
57085,34.53333333,113.3333333,975.2,458.6,1433.8000000000002
57086,34.38333333,113.7166667,528.7,250.3,779.0
57087,34.26666667,113.7333333,468.4,204.4,672.8
57088,34.15,113.5,436.6,176.0,612.6
57089,34.06666667,113.9333333,462.9,236.4,699.3
57090,34.71666667,113.9666667,495.9,252.1,748.0
57091,34.78333333,114.3,467.9,347.2,815.0999999999999
57093,34.85,114.8166667,267.3,179.5,446.8
57094,34.4,114.2166667,366.9,267.0,633.9
57095,34.11666667,114.15,330.4,222.2,552.5999999999999
57096,34.53333333,114.7833333,205.8,112.2,318.0
57098,34.08333333,114.4,488.7,380.9,869.5999999999999
57099,34.06666667,114.85,114.3,42.5,156.8
57102,33.75,105.7166667,78.1,6.0,84.1
57105,33.33333333,105.6,77.7,15.3,93.0
57106,33.31666667,106.15,96.8,6.3,103.1
57110,33.78333333,106.0833333,52.6,18.2,70.8
57111,33.91666667,106.3,149.5,85.3,234.8
57113,33.9,106.5333333,67.3,28.200000000000003,95.5
57119,33.16666667,106.7,110.8,9.2,120.0
57123,34.28333333,108.0666667,11.7,2.8,14.5
57124,33.63333333,106.9333333,55.1,16.4,71.5
57127,33.06666667,107.0333333,66.8,38.7,105.5
57128,33.16666667,107.3333333,43.4,20.2,63.599999999999994
57131,34.43333333,108.9666667,110.6,5.3,115.89999999999999
57134,33.51666667,107.9833333,132.9,96.7,229.60000000000002
57137,33.31666667,108.3166667,46.7,3.9,50.6
57140,33.66666667,109.1166667,66.9,41.6,108.5
57143,33.86666667,109.9666667,116.7,56.7,173.4
57144,33.43333333,109.15,61.6,29.7,91.3
57153,33.68333333,110.3333333,1000107.2,1000014.1,2000121.2999999998
57154,33.53333333,110.9,71.3,17.0,88.3
57155,33.55,109.8666667,71.5,14.4,85.9
57156,33.3,111.5,317.0,258.3,575.3
57162,34.13333333,112.0666667,157.0,42.7,199.7
57169,33.05,111.8666667,105.5,71.0,176.5
57173,33.75,112.8833333,486.7,203.9,690.6
57175,33.05,112.2333333,121.1,52.1,173.2
57176,33.48333333,112.4166667,330.3,116.7,447.0
57177,33.33333333,113.5333333,284.7,66.3,351.0
57178,33.1,112.4833333,108.6,31.2,139.79999999999998
57179,33.28333333,113.0,179.6,84.8,264.4
57180,33.98333333,113.2,331.8,164.1,495.9
57181,33.88333333,113.05,346.5,157.1,503.6
57182,33.85,113.5166667,466.7,192.6,659.3
57183,33.8,113.9166667,576.7,338.4,915.1
57184,33.63333333,113.3,185.2,90.4,275.6
57185,33.45,113.5833333,191.0,66.6,257.6
57186,33.6,114.05,474.3,263.9,738.2
57187,33.06666667,112.9333333,70.7,33.3,104.0
57188,33.36666667,114.0333333,219.6,25.7,245.29999999999998
57189,33.13333333,113.95,179.6,63.6,243.2
57190,33.75,114.4,310.8,140.5,451.3
57191,34.48333333,114.4833333,345.2,244.6,589.8
57192,33.73333333,114.85,119.5,24.0,143.5
57193,33.78333333,114.5166667,334.9,185.2,520.0999999999999
57194,33.28333333,114.2666667,209.2,60.5,269.7
57195,33.61666667,114.6166667,247.8,62.8,310.6
57196,33.46666667,114.8666667,276.5,22.9,299.4
57197,32.96666667,114.35,86.8,45.8,132.6
57198,33.5,114.5666667,247.6,78.9,326.5
57204,32.56666667,105.2166667,145.1,15.6,160.7
57206,32.43333333,105.85,209.6,67.3,276.9
57208,32.28333333,105.5166667,396.7,163.8,560.5
57211,32.83333333,106.25,185.6,17.7,203.29999999999998
57213,33.0,106.9333333,189.0,53.5,242.5
57216,32.35,106.8333333,203.3,73.0,276.3
57217,32.23333333,106.2833333,307.5,53.2,360.7
57231,32.53333333,108.5333333,27.3,17.099999999999998,44.4
57232,33.05,108.2666667,81.0,11.1,92.1
57233,32.9,108.5,30.4,1.1,31.5
57237,32.06666667,108.0333333,116.4,45.9,162.3
57238,32.53333333,107.9,61.4,38.9,100.3
57242,32.85,109.3666667,17.5,0.5,18.0
57245,32.71666667,109.0333333,11.9,5.2,17.1
57247,32.31666667,108.9,42.2,17.400000000000002,59.60000000000001
57248,32.4,109.3333333,22.3,2.8000000000000003,25.1
57249,32.31666667,109.6833333,32.6,4.4,37.0
57251,33.0,110.4166667,17.9,5.5,23.4
57253,32.85,110.8166667,84.2,20.3,104.5
57254,32.81666667,110.1166667,68.7,13.3,82.0
57256,32.65,110.7833333,67.6,38.6,106.19999999999999
57257,32.23333333,110.2333333,37.3,5.1,42.4
57259,32.05,110.75,98.8,16.299999999999997,115.1
57260,32.56666667,111.5166667,55.1,14.6,69.7
57261,33.11666667,111.5166667,179.8,132.0,311.8
57265,32.43333333,111.7333333,74.2,13.8,88.0
57268,32.26666667,111.6166667,123.4,1.6,125.0
57271,32.51666667,112.3833333,141.2,40.1,181.29999999999998
57273,32.68333333,112.85,27.8,11.4,39.2
57274,32.7,112.1166667,143.9,61.6,205.5
57278,32.0,112.0833333,148.1,33.9,182.0
57279,32.15,112.75,141.7,60.4,202.1
57281,32.7,113.3,39.6,13.4,53.0
57285,32.38333333,113.4166667,141.3,5.1000000000000005,146.4
57290,32.93333333,113.9166667,236.6,96.4,333.0
57292,32.96666667,114.6333333,50.3,16.599999999999998,66.89999999999999
57293,32.73333333,114.9833333,60.3,0.9,61.199999999999996
57294,32.83333333,114.0166667,142.5,77.39999999999999,219.89999999999998
57295,32.61666667,114.35,197.1,30.4,227.5
57296,32.35,114.7333333,35.6,7.1,42.7
57297,32.13333333,114.05,270.8,69.1,339.9
57298,32.21666667,114.55,164.6,31.7,196.29999999999998
57299,32.01666667,114.9,87.4,32.6,120.0
57303,31.73333333,105.9166667,247.5,60.5,308.0
57306,31.58333333,105.9666667,235.2,47.5,282.7
57307,31.1,105.0833333,184.4,42.2,226.60000000000002
57308,31.21666667,105.3833333,277.4,109.4,386.79999999999995
57309,30.98333333,105.8833333,197.3,55.6,252.9
57313,31.86666667,106.7666667,93.4,9.8,103.2
57314,31.35,106.0666667,161.0,12.5,173.5
57315,31.53333333,106.4,104.2,14.3,118.5
57317,31.03333333,106.4166667,55.9,31.3,87.2
57318,31.06666667,106.55,54.3,36.8,91.1
57320,31.93333333,107.2166667,106.3,11.1,117.39999999999999
57324,31.58333333,107.0833333,115.2,61.6,176.8
57326,31.36666667,107.7166667,88.6,2.4,91.0
57328,31.2,107.5,74.2,6.800000000000001,81.0
57329,31.1,107.85,65.4,0.0,65.4
57333,31.95,108.6666667,125.4,95.0,220.4
57338,31.18333333,108.4166667,16.3,9.6,25.9
57339,30.95,108.6833333,6.5,0.0,6.5
57343,31.9,109.5333333,58.2,35.4,93.6
57345,31.4,109.6166667,10.1,8.6,18.7
57348,31.01666667,109.5333333,24.2,15.9,40.1
57349,31.06666667,109.8666667,18.1,2.2,20.3
57355,31.03333333,110.3666667,29.3,19.2,48.5
57359,31.35,110.7333333,68.5,39.9,108.4
57361,31.88333333,111.2666667,139.6,89.1,228.7
57362,31.75,110.6666667,86.5,20.5,107.0
57363,31.8,111.8333333,76.0,40.0,116.0
57370,31.73333333,112.2166667,110.0,56.0,166.0
57377,31.0,112.2166667,29.3,8.4,37.7
57378,31.16666667,112.5666667,92.7,69.6,162.3
57381,31.61666667,113.3333333,60.1,23.0,83.1
57386,31.25,114.0,87.7,0.0,87.7
57387,31.0,113.1333333,60.2,3.4,63.6
57388,31.26666667,113.7,19.2,0.0,19.2
57389,31.03333333,113.75,74.9,18.6,93.5
57390,31.8,114.0666667,89.8,4.2,94.0
57395,31.56666667,114.1166667,62.7,0.7,63.400000000000006
57396,31.63333333,114.85,106.6,0.6,107.19999999999999
57398,31.28333333,114.6166667,91.7,0.0,91.7
57399,31.13333333,114.95,26.4,0.0,26.4
57401,30.86666667,105.3666667,224.8,21.0,245.8
57402,30.76666667,105.7,148.8,38.3,187.10000000000002
57405,30.5,105.55,64.4,7.1000000000000005,71.5
57407,30.28333333,105.0333333,226.3,51.4,277.7
57408,30.11666667,105.35,79.6,12.2,91.8
57409,30.18333333,105.8,39.3,3.9,43.199999999999996
57411,30.78333333,106.1,110.6,15.3,125.89999999999999
57413,30.85,106.9666667,170.4,70.60000000000001,241.0
57414,30.51666667,106.45,42.9,4.5,47.4
57415,30.53333333,106.6333333,81.6,41.8,123.39999999999999
57416,30.33333333,106.9333333,50.8,10.8,61.599999999999994
57417,30.35,106.2833333,110.3,2.7,113.0
57420,30.75,107.1833333,101.1,8.5,109.6
57425,30.33333333,107.3333333,42.7,1.5,44.2
57431,30.83333333,108.35,16.3,4.0,20.3
57432,30.76666667,108.4,71.1,10.4,81.5
57437,30.3,108.0333333,34.9,0.4,35.3
57438,29.98333333,108.1166667,35.0,4.9,39.9
57439,30.28333333,108.9333333,107.6,59.400000000000006,167.0
57445,30.6,109.7166667,36.4,12.0,48.4
57447,30.28333333,109.4666667,26.8,2.9,29.7
57453,30.76666667,111.3166667,64.7,7.2,71.9
57458,30.2,110.6666667,121.8,31.000000000000004,152.8
57461,30.73333333,111.3666667,60.9,17.2,78.1
57464,30.46666667,111.1833333,113.0,36.0,149.0
57465,30.38333333,111.45,84.9,25.0,109.9
57469,30.18333333,111.7666667,96.9,11.9,108.80000000000001
57475,30.4,112.9,29.4,1.2,30.599999999999998
57476,30.35,112.15,31.5,0.3,31.8
57477,30.06666667,112.2166667,87.8,0.0,87.8
57481,30.95,113.5666667,31.2,3.4000000000000004,34.6
57482,30.9,113.95,55.3,0.2,55.5
57483,30.66666667,113.1333333,86.2,0.0,86.2
57484,30.73333333,112.55,13.1,0.2,13.299999999999999
57485,30.3,113.4833333,73.1,0.0,73.1
57486,30.65,113.85,10.6,0.0,10.6
57489,30.58333333,114.0,56.9,2.9,59.8
57492,30.83333333,114.8333333,18.3,2.5,20.8
57494,30.6,114.05,51.2,1.1,52.300000000000004
57495,30.66666667,114.8833333,39.2,3.4,42.6
57496,30.36666667,114.8666667,29.7,0.8,30.5
57498,30.43333333,114.9,35.4,0.0,35.4
57499,30.06666667,114.8833333,23.8,0.3,24.1
57502,29.7,105.7,101.8,3.0,104.8
57503,29.61666667,105.1166667,73.4,11.7,85.10000000000001
57505,29.41666667,105.5833333,168.5,25.9,194.4
57506,29.36666667,105.9,75.0,1.3,76.3
57507,29.33333333,105.3,143.0,2.0,145.0
57508,29.15,105.3666667,72.5,9.6,82.1
57509,28.95,106.9333333,166.5,34.8,201.3
57510,29.85,106.0666667,169.8,54.7,224.5
57511,29.85,106.45,58.1,7.4,65.5
57512,29.96666667,106.2833333,34.4,3.3,37.699999999999996
57513,29.73333333,106.6166667,102.5,34.0,136.5
57514,29.58333333,106.2166667,59.6,15.7,75.3
57516,29.58333333,106.4666667,147.7,9.5,157.2
57517,29.28333333,106.25,42.0,0.1,42.1
57518,29.33333333,106.5,45.7,2.6,48.300000000000004
57519,29.16666667,107.1166667,110.8,3.8,114.6
57520,29.83333333,107.0666667,62.5,0.0,62.5
57523,29.85,107.7333333,19.0,4.0,23.0
57525,29.31666667,107.75,46.4,3.2,49.6
57536,29.53333333,108.7833333,56.9,13.5,70.4
57537,29.3,108.1666667,31.8,8.2,40.0
57540,29.68333333,109.15,166.1,2.0,168.1
57541,30.0,109.4833333,82.6,11.3,93.89999999999999
57543,29.9,110.0333333,79.0,5.2,84.2
57544,29.46666667,109.45,34.9,2.0,36.9
57545,29.53333333,109.4166667,50.0,16.0,66.0
57554,29.4,110.1666667,69.6,9.6,79.19999999999999
57558,29.13333333,110.4666667,30.2,4.1,34.3
57562,29.58333333,111.3666667,104.9,5.9,110.80000000000001
57564,29.43333333,111.1333333,26.8,20.4,47.2
57565,29.66666667,111.7333333,67.6,4.2,71.8
57566,29.45,111.65,43.2,0.7,43.900000000000006
57571,29.7,112.4,36.3,25.2,61.5
57573,29.83333333,112.9,35.8,0.3,36.099999999999994
57574,29.36666667,112.4,39.6,0.2,39.800000000000004
57575,29.51666667,112.5666667,6.5,0.1,6.6
57577,29.4,112.1666667,12.6,0.0,12.6
57581,29.81666667,113.45,115.0,6.2,121.2
57582,29.71666667,113.8833333,63.5,4.5,68.0
57583,29.91666667,113.9666667,63.9,12.2,76.1
57584,29.38333333,113.0833333,10.9,4.8,15.7
57585,29.48333333,113.45,82.2,22.7,104.9
57586,29.53333333,114.0333333,26.0,0.2,26.2
57589,29.26666667,113.8833333,75.6,14.8,90.39999999999999
57590,29.85,114.3666667,24.0,1.2,25.2
57596,29.63333333,114.2,45.6,8.9,54.5
57598,29.03333333,114.5833333,61.8,22.0,83.8
57600,28.71666667,105.0666667,112.5,42.9,155.4
57603,28.81666667,105.8333333,54.6,28.4,83.0
57606,28.13333333,106.8333333,76.4,2.6,79.0
57608,28.16666667,105.4333333,60.2,12.3,72.5
57612,29.0,106.65,83.9,0.8,84.7
57623,28.88333333,107.6,60.0,0.0,60.0
57625,28.55,107.45,82.3,1.0,83.3
57633,28.81666667,108.7666667,77.6,6.7,84.3
57634,28.51666667,107.8833333,88.6,6.700000000000001,95.3
57635,28.45,108.9833333,22.1,22.0,44.1
57636,28.56666667,108.5,6.2,0.0,6.2
57637,28.25,108.1,37.9,0.0,37.9
57640,28.58333333,109.45,51.9,6.8,58.699999999999996
57642,28.7,109.6333333,12.7,0.0,12.7
57643,29.0,109.8333333,93.4,12.6,106.0
57646,28.61666667,109.95,67.3,11.2,78.5
57647,28.15,109.1833333,36.0,26.0,62.0
57649,28.23333333,109.6833333,16.8,1.1,17.900000000000002
57655,28.46666667,110.4,4.0,2.6,6.6
57657,28.21666667,110.2,17.7,0.7,18.4
57658,28.01666667,110.2,22.1,1.2,23.3
57661,28.91666667,111.4833333,47.4,0.8999999999999999,48.3
57662,29.11666667,111.6833333,4.6,0.2,4.8
57663,28.91666667,111.95,27.9,1.0,28.9
57666,28.51666667,112.1333333,12.9,5.300000000000001,18.200000000000003
57669,28.38333333,111.2166667,17.5,3.8,21.3
57671,28.85,112.3666667,0.1,0.0,0.1
57673,28.68333333,112.8833333,105.4,77.9,183.3
57674,28.56666667,112.3833333,2.0,1.9,3.9
57678,28.25,112.55,32.7,1.4,34.1
57679,28.11666667,112.7833333,17.9,14.999999999999998,32.9
57680,28.8,113.0666667,43.0,22.9,65.9
57682,28.71666667,113.5666667,14.3,4.2,18.5
57687,28.21666667,112.9166667,83.1,0.5,83.6
57688,28.15,113.6333333,37.0,0.0,37.0
57694,28.53333333,114.3833333,42.5,1.8,44.3
57696,28.4,114.7833333,31.5,1.6,33.1
57698,28.11666667,114.45,12.7,0.0,12.7
57699,28.23333333,114.9166667,23.7,2.3,26.0
57707,27.3,105.2833333,138.4,31.4,169.8
57708,27.15,105.6,112.0,7.2,119.2
57710,27.8,106.4,85.0,13.7,98.7
57714,27.46666667,106.2333333,134.2,16.6,150.79999999999998
57717,27.53333333,106.8333333,61.2,12.2,73.4
57718,27.1,106.7166667,99.2,28.8,128.0
57719,27.06666667,106.9666667,101.3,16.9,118.19999999999999
57722,27.76666667,107.4666667,28.5,0.0,28.5
57723,27.98333333,107.7166667,68.5,13.0,81.5
57728,27.06666667,107.4666667,133.3,65.0,198.3
57729,27.23333333,107.8833333,50.5,10.6,61.1
57731,27.95,108.25,47.8,4.7,52.5
57732,28.01666667,108.4,31.3,18.6,49.900000000000006
57734,27.56666667,108.2333333,38.5,32.5,71.0
57735,27.18333333,108.8166667,32.2,7.199999999999999,39.400000000000006
57736,27.7,108.85,63.5,17.4,80.9
57737,27.03333333,108.1166667,87.1,30.5,117.6
57738,27.05,108.4166667,17.3,2.5,19.8
57739,27.23333333,108.9166667,67.1,14.9,82.0
57740,27.95,109.6,21.6,6.2,27.8
57741,27.71666667,109.1833333,38.6,7.8,46.4
57742,27.51666667,109.2,9.4,0.2,9.6
57743,27.88333333,109.8,77.7,12.2,89.9
57744,27.36666667,109.1666667,5.3,1.7000000000000002,7.0
57745,27.45,109.6833333,6.1,2.7,8.8
57752,27.91666667,110.6,16.5,5.5,22.0
57754,27.35,110.15,34.2,26.4,60.6
57760,27.7,111.4333333,92.5,47.2,139.7
57761,27.75,111.3,11.2,5.6,16.799999999999997
57762,27.68333333,111.7,39.1,4.9,44.0
57763,27.68333333,112.0,29.8,0.0,29.8
57771,27.93333333,112.5333333,39.7,5.4,45.1
57772,27.75,112.5,84.3,39.5,123.8
57773,27.86666667,112.8166667,58.4,9.1,67.5
57774,27.45,112.1666667,31.9,16.0,47.9
57776,27.3,112.7,36.2,7.699999999999999,43.900000000000006
57777,27.23333333,112.8666667,19.4,4.4,23.799999999999997
57778,27.1,112.95,25.5,14.7,40.2
57779,27.0,113.35,26.2,16.1,42.3
57780,27.86666667,113.1666667,3.0,1.6,4.6
57781,27.65,113.5,49.7,5.4,55.1
57783,27.88333333,113.8166667,24.2,8.5,32.7
57786,27.63333333,113.85,21.8,20.2,42.0
57789,27.13333333,113.95,45.3,2.7,48.0
57792,27.81666667,114.6833333,3.8,2.7,6.5
57793,27.8,114.3833333,26.6,14.6,41.2
57794,27.63333333,114.0166667,24.1,0.8,24.900000000000002
57796,27.83333333,114.8833333,44.6,0.0,44.6
57798,27.4,114.6,13.2,0.0,13.2
57799,27.05,114.9166667,15.2,13.9,29.1
57800,26.76666667,105.3666667,99.7,23.6,123.30000000000001
57803,27.03333333,106.0166667,146.7,15.3,162.0
57805,26.68333333,105.7666667,157.1,15.999999999999998,173.1
57806,26.25,105.9,64.2,36.0,100.2
57807,26.2,105.4666667,94.9,31.2,126.10000000000001
57808,26.31666667,105.75,77.7,10.6,88.3
57809,26.06666667,105.75,85.6,17.4,103.0
57811,26.83333333,106.6,98.0,9.4,107.4
57814,26.41666667,106.2666667,16.6,12.8,29.400000000000002
57816,26.58333333,106.7333333,25.0,3.6,28.6
57821,26.7,107.5,109.9,11.2,121.10000000000001
57822,26.9,107.9,86.1,5.4,91.5
57824,26.58333333,107.2333333,76.8,29.000000000000004,105.8
57825,26.6,107.9833333,35.0,5.4,40.4
57827,26.31666667,107.5333333,135.5,41.1,176.6
57828,26.5,107.5833333,63.0,28.0,91.0
57829,26.2,107.8,198.6,109.9,308.5
57832,26.96666667,108.6666667,19.8,7.9,27.700000000000003
57834,26.68333333,108.3,17.1,5.1000000000000005,22.200000000000003
57835,26.71666667,108.4333333,9.0,0.6,9.6
57837,26.4,108.0666667,96.3,14.5,110.8
57839,26.23333333,109.15,23.5,11.0,34.5
57840,26.9,109.2,26.8,4.3,31.1
57844,26.68333333,109.1833333,0.7,0.7,1.4
57845,26.16666667,109.7833333,107.8,23.2,131.0
57859,26.03333333,110.6333333,16.5,12.9,29.4
57865,26.46666667,111.5833333,18.1,18.1,36.2
57866,26.23333333,111.6166667,33.0,8.7,41.7
57867,26.4,111.2833333,23.6,6.4,30.0
57868,26.6,111.8666667,0.2,0.2,0.4
57870,26.8,112.1,0.2,0.2,0.4
57871,26.98333333,112.3666667,0.2,0.0,0.2
57872,26.9,112.6,21.5,2.3,23.8
57874,26.41666667,112.4,48.3,0.0,48.3
57875,26.75,112.6833333,1.7,1.7,3.4
57876,26.43333333,112.8333333,46.9,5.8,52.699999999999996
57881,26.71666667,113.25,16.3,3.8,20.1
57882,26.78333333,113.55,116.4,52.6,169.0
57883,26.75,114.2833333,36.6,14.0,50.6
57886,26.48333333,113.8,63.6,5.7,69.3
57887,26.11666667,113.1166667,41.6,1.2,42.800000000000004
57889,26.08333333,113.95,68.9,19.8,88.7
57891,26.93333333,114.25,6.4,0.0,6.4
57894,26.58333333,114.1666667,114.5,38.5,153.0
57895,26.46666667,114.7833333,89.0,0.3,89.3
57896,26.33333333,114.5,32.5,10.3,42.8
57899,26.8,114.9166667,23.8,2.5,26.3
57900,25.83333333,105.2166667,99.8,14.6,114.39999999999999
