区站号,Y,X,降雨量,降雨量20-26,总降雨量
54026,44.56666667,120.9,42.7,5.9,48.6
54027,43.98333333,119.4,57.1,31.9,89.0
54031,44.9,121.8166667,2.8,2.7,5.5
54039,44.03333333,122.0166667,42.3,42.3,84.6
54041,44.8,123.0666667,64.4,57.8,122.2
54047,44.13333333,123.2833333,70.2,68.8,139.0
54049,44.25,123.9666667,10.6,10.3,20.9
54063,44.96666667,126.0,5.2,0.0,5.2
54064,44.38333333,125.15,7.3,0.0,7.3
54065,44.53333333,125.65,32.0,2.2,34.2
54069,44.16666667,125.8,0.3,0.0,0.3
54072,44.85,126.5166667,31.9,16.0,47.9
54076,44.38333333,126.9333333,2.2,0.0,2.2
54080,44.9,127.15,17.4,4.0,21.4
54092,44.6,129.4,0.0,0.0,0.0
54093,44.93333333,130.55,19.0,15.8,34.8
54094,44.5,129.6666667,9.4,7.6,17.0
54096,44.38333333,131.1666667,67.6,30.3,97.89999999999999
54098,44.33333333,129.4666667,2.7,2.6,5.300000000000001
54099,44.08333333,131.1333333,18.8,7.2,26.0
54102,43.95,116.1166667,67.7,67.7,135.4
54113,43.53333333,118.65,46.5,40.2,86.7
54115,43.63333333,118.0333333,54.6,48.4,103.0
54117,43.25,117.5333333,56.7,56.3,113.0
54122,43.88333333,120.05,28.1,13.1,41.2
54132,42.4,121.0666667,3.7,0.0,3.7
54134,43.6,121.2833333,7.9,7.9,15.8
54135,43.6,122.2666667,88.6,85.1,173.7
54142,43.5,123.5333333,0.1,0.0,0.1
54154,43.35,124.3,1.3,0.0,1.3
54155,43.66666667,124.2333333,0.8,0.0,0.8
54157,43.16666667,124.3333333,1.2,0.0,1.2
54161,43.9,125.2166667,0.0,0.0,0.0
54164,43.35,125.2833333,0.0,0.0,0.0
54165,43.55,125.6333333,0.7,0.0,0.7
54169,43.3,126.0166667,1.0,0.0,1.0
54171,43.7,126.5166667,1.6,0.2,1.8
54172,43.86666667,126.5333333,10.3,0.3,10.600000000000001
54181,43.7,127.3333333,1.3,0.0,1.3
54186,43.36666667,128.2,4.2,1.8,6.0
54187,43.11666667,128.9166667,13.4,9.0,22.4
54192,43.7,130.2666667,14.1,14.1,28.2
54195,43.3,129.7833333,0.4,0.4,0.8
54204,42.3,115.0,50.6,43.0,93.6
54205,42.23333333,116.0,98.4,72.7,171.10000000000002
54208,42.18333333,116.4666667,47.8,37.4,85.19999999999999
54213,42.93333333,119.0166667,3.4,3.0,6.4
54214,42.58333333,118.4166667,56.0,31.200000000000003,87.2
54218,42.3,118.8333333,24.2,12.0,36.2
54223,42.85,120.65,7.2,7.199999999999999,14.399999999999999
54225,42.3,119.95,0.5,0.5,1.0
54226,42.33333333,120.7,2.1,0.0,2.1
54231,42.96666667,122.35,3.9,0.0,3.9
54234,42.73333333,121.75,18.6,0.0,18.6
54236,42.38333333,122.55,14.7,0.5,15.2
54243,42.78333333,124.1166667,2.3,0.0,2.3
54244,42.75,123.3333333,0.2,0.0,0.2
54245,42.5,123.4,6.6,0.0,6.6
54248,42.03333333,123.5333333,0.0,0.0,0.0
54249,42.3,123.8666667,6.3,0.0,6.3
54252,42.73333333,124.75,2.3,0.5,2.8
54254,42.53333333,124.05,13.2,0.0,13.2
54259,42.06666667,124.8666667,10.7,0.2,10.899999999999999
54260,42.91666667,125.0833333,7.1,0.0,7.1
54261,42.66666667,125.4666667,1.7,0.0,1.7
54263,42.96666667,126.05,3.0,0.0,3.0
54266,42.53333333,125.6333333,21.6,6.2,27.8
54267,42.25,125.7333333,44.7,0.3,45.0
54273,42.98333333,126.75,6.9,0.0,6.9
54274,42.68333333,125.9833333,5.6,0.7999999999999999,6.3999999999999995
54276,42.4,126.8,42.5,0.5,43.0
54279,42.05,126.5833333,21.3,3.5,24.8
54284,42.15,127.5,99.2,1.4,100.60000000000001
54285,42.41666667,128.1166667,54.1,11.9,66.0
54286,42.53333333,129.0,78.3,34.2,112.5
54290,42.76666667,129.4,3.1,0.1,3.2
54291,42.9,130.2833333,0.0,0.0,0.0
54292,42.86666667,129.5,1.3,0.0,1.3
54293,42.95,129.8333333,0.0,0.0,0.0
54301,41.66666667,115.6666667,41.3,26.6,67.9
54304,40.95,115.2666667,110.1,24.3,134.4
54305,41.88333333,115.2666667,53.5,40.1,93.6
54308,41.2,116.6333333,26.3,4.0,30.3
54311,41.96666667,117.7666667,18.3,1.8,20.1
54313,41.93333333,118.7,3.9,0.2,4.1
54316,41.51666667,118.75,0.2,0.0,0.2
54318,41.31666667,117.7333333,6.5,3.6,10.1
54319,41.0,118.6666667,1.6,0.2,1.8
54320,41.6,119.3,0.1,0.0,0.1
54321,41.86666667,119.6333333,0.3,0.0,0.3
54323,41.81666667,120.7833333,2.1,0.0,2.1
54324,41.55,120.4333333,2.1,0.0,2.1
54325,41.18333333,120.35,4.9,0.0,4.9
54326,41.41666667,119.6166667,1.6,0.0,1.6
54327,41.23333333,119.35,0.2,0.0,0.2
54328,41.08333333,119.7166667,2.5,0.0,2.5
54332,41.51666667,122.7166667,7.7,1.6,9.3
54333,41.96666667,122.85,2.5,0.3,2.8
54336,41.41666667,122.4166667,22.3,0.5,22.8
54338,41.28333333,121.95,1.5,0.0,1.5
54339,41.08333333,123.0,18.4,4.4,22.799999999999997
54340,41.66666667,123.3166667,5.9,0.0,5.9
54342,41.73333333,123.5166667,0.7,0.0,0.7
54345,41.2,123.0666667,38.6,0.7,39.300000000000004
54346,41.31666667,123.7833333,35.1,18.5,53.6
54347,41.23333333,123.1666667,30.0,1.1,31.1
54348,41.41666667,123.3333333,2.2,0.0,2.2
54351,41.91666667,124.0833333,12.8,0.0,12.8
54353,41.73333333,125.05,20.6,7.3,27.900000000000002
54362,41.66666667,125.7333333,4.7,0.6000000000000001,5.300000000000001
54363,41.68333333,125.9,14.6,6.6000000000000005,21.2
54371,41.93333333,126.4333333,37.2,0.6,37.800000000000004
54374,41.8,126.8833333,2.1,0.0,2.1
54377,41.15,126.2166667,23.0,0.0,23.0
54386,41.41666667,128.1833333,25.5,0.7999999999999999,26.3
54398,40.13333333,116.6166667,45.8,4.800000000000001,50.599999999999994
54399,39.98333333,116.2833333,184.3,62.7,247.0
54401,40.76666667,114.9166667,13.3,4.3,17.6
54404,40.88333333,115.8333333,54.8,9.8,64.6
54405,40.41666667,115.5,24.9,0.1,25.0
54406,40.45,115.9666667,107.8,48.8,156.6
54408,40.38333333,115.2166667,3.6,1.2,4.8
54416,40.38333333,116.8666667,56.3,28.3,84.6
54419,40.36666667,116.6333333,100.1,18.5,118.6
54420,40.93333333,117.3333333,9.3,2.3,11.600000000000001
54421,40.65,117.1166667,50.4,22.9,73.3
54423,40.96666667,117.9166667,57.0,9.9,66.9
54424,40.16666667,117.1166667,15.4,5.5,20.9
54425,40.4,117.4666667,13.6,2.1,15.7
54428,40.03333333,117.4,11.5,6.3,17.8
54429,40.2,117.95,21.3,19.5,40.8
54430,40.76666667,118.15,5.5,0.0,5.5
54431,39.91666667,116.6333333,91.5,13.8,105.3
54432,40.6,118.4833333,55.0,45.5,100.5
54433,39.95,116.5,98.6,9.1,107.69999999999999
54434,40.16666667,118.3333333,5.9,4.1000000000000005,10.0
54436,40.41666667,118.95,29.5,21.4,50.9
54437,39.5,118.6166667,11.0,0.6,11.6
54438,39.88333333,118.8833333,7.1,6.4,13.5
54439,40.01666667,118.7166667,11.8,2.0,13.8
54449,39.85,119.5166667,5.6,3.2,8.8
54452,40.8,119.8166667,24.6,12.4,37.0
54453,40.78333333,120.8833333,5.2,0.0,5.2
54454,40.33333333,120.3,3.9,0.0,3.9
54455,40.61666667,120.65,7.0,0.0,7.0
54470,41.01666667,122.0666667,6.2,0.0,6.2
54471,40.65,122.1666667,14.4,0.0,14.4
54474,40.41666667,122.35,92.5,33.6,126.1
54475,40.61666667,122.4833333,32.9,12.3,45.2
54476,40.16666667,122.15,5.9,0.0,5.9
54483,40.88333333,123.9,140.0,1.7000000000000002,141.7
54486,40.28333333,123.2833333,106.8,7.7,114.5
54493,40.71666667,124.7833333,51.5,2.8,54.3
54494,40.46666667,124.0666667,125.2,13.6,138.8
54497,40.05,124.3333333,46.0,0.0,46.0
54499,40.21666667,116.2166667,233.7,35.5,269.2
54501,39.96666667,115.6833333,147.1,40.2,187.3
54502,39.48333333,116.0333333,47.9,13.0,60.9
54503,39.06666667,115.8166667,35.7,34.3,70.0
54505,39.93333333,116.1,191.9,11.8,203.70000000000002
54506,39.31666667,115.95,59.4,11.7,71.1
54507,39.33333333,115.5166667,169.7,8.799999999999999,178.5
54510,39.91666667,116.95,63.4,3.0,66.4
54511,39.8,116.4666667,27.4,4.3,31.7
54512,39.41666667,116.2833333,50.0,10.0,60.0
54513,39.95,116.2,174.1,10.0,184.1
54514,39.86666667,116.25,58.8,3.8,62.599999999999994
54515,39.5,116.7,73.7,3.6,77.3
54518,39.16666667,116.4,36.3,2.4,38.699999999999996
54519,39.3,116.4833333,52.3,9.3,61.599999999999994
54520,39.96666667,117.0833333,10.8,0.0,10.8
54521,39.76666667,116.9833333,52.6,0.0,52.6
54522,39.88333333,117.7333333,24.3,12.1,36.4
54523,39.38333333,117.0166667,46.7,17.0,63.7
54525,39.73333333,117.2833333,58.7,0.0,58.7
54526,39.08333333,117.3333333,1.6,1.6,3.2
54527,39.08333333,117.05,0.2,0.0,0.2
54528,39.23333333,117.1333333,1.0,0.0,1.0
54529,39.35,117.8166667,10.3,8.1,18.4
54530,39.23333333,117.7666667,15.4,14.7,30.1
54531,39.73333333,118.7166667,24.2,20.4,44.599999999999994
54532,39.8,118.0833333,44.5,23.0,67.5
54533,39.58333333,118.1,90.2,0.0,90.2
54534,39.65,118.1,13.1,8.8,21.9
54535,39.28333333,118.4666667,3.9,0.0,3.9
54539,39.43333333,118.8833333,26.6,0.0,26.6
54540,39.73333333,119.2,15.9,12.2,28.1
54541,39.9,119.2333333,5.5,2.2,7.7
54563,39.63333333,122.0166667,31.6,8.2,39.8
54565,39.6,121.4666667,18.7,0.0,18.7
54568,39.06666667,121.75,13.6,0.0,13.6
54569,39.41666667,121.95,1.3,0.0,1.3
54575,39.41666667,122.3666667,7.0,0.0,7.0
54579,39.26666667,122.5833333,7.8,0.0,7.8
54584,39.71666667,122.95,21.6,3.4,25.0
54590,39.88333333,124.1666667,49.7,0.0,49.7
54594,39.71666667,116.35,21.1,7.4,28.5
54596,39.76666667,116.2,77.0,9.7,86.7
54597,39.73333333,115.7333333,196.2,56.6,252.79999999999998
54601,38.98333333,115.65,90.9,28.0,118.9
54602,38.73333333,115.4833333,193.0,143.1,336.1
54603,38.71666667,115.7666667,17.4,2.3,19.7
54604,38.41666667,115.3333333,112.5,8.0,120.5
54605,38.93333333,115.9333333,36.2,23.4,59.6
54606,38.23333333,115.7333333,51.3,3.5,54.8
54607,38.71666667,115.1166667,202.6,155.3,357.9
54608,38.0,115.55,21.4,8.200000000000001,29.6
54609,38.23333333,115.5833333,45.9,6.0,51.9
54610,38.73333333,116.1,33.1,5.6,38.7
54611,38.93333333,115.3166667,146.9,39.7,186.60000000000002
54612,38.85,116.45,38.2,1.0,39.2
54613,38.7,116.6166667,24.9,0.1,25.0
54614,38.41666667,116.05,1.8,0.9,2.7
54615,38.58333333,116.85,11.8,0.0,11.8
54616,38.35,116.85,14.6,0.0,14.6
54617,38.18333333,116.1166667,16.1,1.3,17.400000000000002
54618,38.08333333,116.55,3.1,0.1,3.2
54619,38.91666667,116.9166667,1.5,0.0,1.5
54620,38.48333333,115.5666667,69.6,5.9,75.5
54621,38.18333333,115.1833333,167.0,23.8,190.8
54622,38.98333333,117.3666667,30.6,30.6,61.2
54623,39.05,117.7166667,31.6,4.3,35.9
54624,38.4,117.3166667,1.1,0.0,1.1
54626,38.41666667,115.8166667,43.1,7.800000000000001,50.900000000000006
54627,38.03333333,117.2333333,4.8,0.0,4.8
54628,38.15,117.4833333,14.5,0.2,14.7
54631,37.06666667,115.15,141.3,76.4,217.70000000000002
54632,37.06666667,115.0333333,203.4,181.1,384.5
54633,37.51666667,115.2333333,83.8,26.6,110.4
54636,39.01666667,116.1,18.3,14.7,33.0
54640,36.91666667,114.8666667,155.6,123.8,279.4
54644,38.05,117.1166667,9.5,0.1,9.6
54645,38.85,117.4666667,0.3,0.0,0.3
54662,38.9,121.6333333,18.6,0.0,18.6
54700,38.03333333,115.9333333,45.4,8.8,54.2
54701,37.93333333,115.2,102.6,23.1,125.69999999999999
54702,37.73333333,115.7,69.8,10.0,79.8
54703,37.8,115.8833333,14.8,11.9,26.700000000000003
54704,37.51666667,115.5666667,33.0,14.3,47.3
54705,37.36666667,115.3833333,64.8,27.9,92.69999999999999
54706,37.08333333,115.6666667,38.5,14.6,53.1
54707,37.35,115.9833333,27.9,20.5,48.4
54708,37.5,115.7333333,11.0,9.7,20.7
54709,37.21666667,116.0666667,27.7,17.7,45.4
54710,37.86666667,116.1666667,22.2,5.1,27.299999999999997
54711,37.7,116.2833333,7.4,2.7,10.100000000000001
54712,37.2,116.8166667,4.6,0.6,5.199999999999999
54713,37.88333333,116.5333333,0.9,0.6,1.5
54714,37.45,116.3333333,29.6,4.3,33.9
54715,37.31666667,116.5666667,26.8,2.1,28.900000000000002
54716,37.66666667,116.8,23.4,0.1,23.5
54717,37.63333333,116.4,26.2,2.3,28.5
54719,38.03333333,116.6833333,0.0,0.0,0.0
54722,37.75,117.6333333,180.1,0.0,180.1
54723,37.65,117.5666667,151.8,0.0,151.8
54724,37.31666667,117.1333333,6.2,0.1,6.3
54725,37.5,117.5333333,99.2,0.0,99.2
54726,37.7,117.1833333,4.5,0.0,4.5
54727,36.68333333,117.55,45.8,18.1,63.9
54728,37.76666667,117.3833333,96.3,0.0,96.3
54729,37.16666667,117.8666667,51.0,21.7,72.7
54734,37.35,118.0,44.1,0.0,44.1
54736,37.43333333,118.6666667,49.5,14.000000000000002,63.5
54744,37.58333333,118.55,33.3,12.7,46.0
54749,37.18333333,119.95,12.4,1.1,13.5
54751,37.93333333,120.7333333,13.0,1.2000000000000002,14.2
54752,37.8,120.7666667,46.5,12.1,58.6
54753,37.63333333,120.3333333,36.1,9.7,45.8
54755,37.33333333,120.3833333,21.8,0.0,21.8
54759,37.31666667,120.85,9.4,0.0,9.4
54764,37.48333333,121.2333333,16.3,0.0,16.3
54765,37.48333333,121.4333333,20.3,1.3,21.6
54776,37.4,122.7,10.3,0.0,10.3
54777,37.2,122.0666667,44.4,0.0,44.4
54800,37.0,115.25,60.4,51.1,111.5
54801,36.85,115.4833333,52.1,38.4,90.5
54802,36.81666667,115.7333333,43.8,19.9,63.699999999999996
54804,36.3,115.1333333,123.1,84.6,207.7
54806,36.41666667,115.9666667,66.4,9.0,75.4
54807,36.15,115.7666667,32.8,9.6,42.4
54808,36.23333333,115.6333333,93.3,16.1,109.4
54809,36.55,115.2833333,105.8,91.7,197.5
54812,36.78333333,116.75,54.5,15.7,70.2
54814,36.53333333,116.25,99.7,5.6000000000000005,105.3
54815,36.38333333,116.2666667,28.1,3.1,31.200000000000003
54816,36.51666667,116.8,54.5,5.6000000000000005,60.1
54817,35.98333333,115.8666667,35.5,7.9,43.4
54818,36.25,116.4166667,53.6,32.8,86.4
54819,36.18333333,116.8,23.2,1.1,24.3
54820,36.81666667,115.1666667,117.6,102.7,220.3
54821,37.0,117.2,39.0,0.0,39.0
54822,36.86666667,117.7333333,55.1,10.3,65.4
54823,36.6,117.0,73.2,7.5,80.7
54824,36.63333333,117.95,24.9,2.8,27.7
54825,36.51666667,117.85,50.8,15.1,65.89999999999999
54826,36.25,117.1,46.4,11.5,57.9
54827,36.16666667,117.15,12.3,0.9,13.200000000000001
54828,36.23333333,117.6833333,6.3,0.0,6.3
54829,36.76666667,117.8666667,47.5,15.4,62.9
54830,36.81666667,117.9333333,29.1,4.3,33.4
54831,36.65,118.5,29.5,14.6,44.1
54832,36.88333333,118.7333333,24.0,1.5,25.5
54833,36.96666667,118.0833333,102.1,16.900000000000002,119.0
54834,36.86666667,118.2833333,10.2,1.6,11.799999999999999
54835,36.5,118.55,12.3,4.5,16.8
54836,36.18333333,118.1666667,2.1,0.5,2.6
54837,36.68333333,118.8333333,0.8,0.0,0.8
54841,36.86666667,119.4166667,4.3,0.0,4.3
54842,36.78333333,120.0,10.6,0.0,10.6
54843,36.75,119.2,0.0,0.0,0.0
54844,36.41666667,119.1833333,5.4,0.0,5.4
54846,36.38333333,119.7333333,24.8,0.0,24.8
54848,35.98333333,119.4166667,68.8,3.1,71.89999999999999
54849,36.21666667,120.0333333,39.1,0.0,39.1
54851,36.9,120.5666667,5.1,0.0,5.1
54852,36.96666667,120.7333333,7.8,0.0,7.8
54853,36.16666667,120.4166667,41.6,0.0,41.6
54855,36.38333333,120.4666667,66.5,1.3,67.8
54857,36.06666667,120.3333333,41.3,0.0,41.3
54861,36.93333333,121.5333333,50.2,0.0,50.2
54863,36.78333333,121.1833333,13.2,0.1,13.299999999999999
54871,36.93333333,122.4833333,40.1,0.0,40.1
54900,35.7,115.0166667,142.7,104.0,246.7
54901,36.08333333,115.1666667,95.4,52.1,147.5
54902,35.9,115.1166667,118.1,62.9,181.0
54903,35.85,115.4833333,89.8,25.5,115.3
54904,35.58333333,115.5166667,51.9,21.5,73.4
54905,35.58333333,115.9333333,55.2,9.2,64.4
54906,35.25,115.4166667,39.1,17.5,56.6
54907,34.98333333,116.65,53.3,0.0,53.3
54908,35.26666667,115.1,102.3,79.5,181.8
54909,35.08333333,115.5166667,82.5,21.2,103.7
54910,35.81666667,116.05,36.0,7.6,43.6
54911,35.93333333,116.4,22.4,10.1,32.5
54912,35.76666667,116.5,60.2,35.8,96.0
54913,35.75,116.8166667,3.9,0.8,4.7
54914,35.41666667,116.0833333,17.8,4.2,22.0
54915,35.43333333,116.6,29.1,5.9,35.0
54916,35.56666667,116.85,22.6,4.5,27.1
54917,35.1,116.3166667,42.2,0.8,43.0
54918,35.6,116.9666667,9.7,0.2,9.899999999999999
54919,35.38333333,116.9833333,52.9,0.9,53.8
54920,35.65,117.2833333,18.4,0.0,18.4
54921,35.41666667,116.3333333,60.6,2.1,62.7
54922,35.88333333,117.7833333,3.3,0.0,3.3
54923,35.71666667,117.9333333,9.0,0.1,9.1
54925,35.51666667,117.6333333,41.7,1.0,42.7
54927,35.1,117.2,28.9,0.0,28.9
54929,35.26666667,117.9666667,90.5,5.300000000000001,95.8
54932,35.76666667,118.65,10.5,8.2,18.7
54935,35.53333333,118.4333333,47.2,15.7,62.900000000000006
54936,35.56666667,118.8333333,38.8,33.2,72.0
54938,35.05,118.4,28.2,19.5,47.7
54939,35.16666667,118.8166667,86.0,15.2,101.2
54940,35.75,119.2,20.8,15.2,36.0
54943,35.88333333,120.0,59.0,14.9,73.9
54945,35.43333333,119.5333333,74.1,16.3,90.39999999999999
55228,32.5,80.08333333,20.5,19.4,39.9
55248,32.15,84.41666667,47.3,37.6,84.9
55299,31.48333333,92.06666667,39.9,23.9,63.8
55437,30.28333333,81.25,17.2,15.6,32.8
55493,30.48333333,91.1,66.6,39.0,105.6
55569,29.08333333,87.6,50.0,8.200000000000001,58.2
55572,29.68333333,89.1,77.3,29.3,106.6
55593,29.85,91.73333333,66.1,21.7,87.8
55597,29.03333333,91.68333333,76.0,28.4,104.4
55598,29.26666667,91.76666667,49.2,35.3,84.5
55655,28.18333333,85.96666667,26.3,10.4,36.7
55664,28.63333333,87.08333333,63.9,10.7,74.6
55680,28.91666667,89.6,58.4,32.6,91.0
56004,34.21666667,92.43333333,89.0,68.8,157.8
56016,33.85,95.61666667,35.8,16.7,52.5
56018,32.88333333,95.28333333,28.7,15.8,44.5
56021,34.11666667,95.8,20.3,11.0,31.3
56029,33.0,96.96666667,10.6,2.0,12.6
56033,34.91666667,98.21666667,12.9,4.5,17.4
56034,33.8,97.13333333,21.7,17.3,39.0
56038,32.98333333,98.1,30.2,2.3,32.5
56043,34.48333333,100.2333333,38.2,25.5,63.7
56045,33.96666667,99.9,27.1,14.1,41.2
56046,33.75,99.65,18.2,8.200000000000001,26.4
56065,34.73333333,101.6,53.6,29.5,83.1
56067,33.43333333,101.4833333,33.3,9.5,42.8
56071,34.58333333,102.5,55.3,48.1,103.4
56074,34.0,102.0833333,33.9,28.5,62.4
56079,33.58333333,102.9666667,38.7,22.6,61.300000000000004
56080,35.0,102.9,83.0,23.8,106.8
56081,34.7,103.35,39.2,23.6,62.800000000000004
56082,34.58333333,103.5,25.7,20.1,45.8
56084,34.06666667,103.2333333,30.0,20.7,50.7
56091,34.85,104.4666667,61.6,19.2,80.8
56092,35.0,104.65,64.8,11.0,75.8
56093,34.43333333,104.0166667,65.9,19.9,85.80000000000001
56094,33.78333333,104.3666667,66.2,20.0,86.2
56095,34.03333333,104.3833333,76.4,33.4,109.80000000000001
56096,33.4,104.9166667,93.9,0.0,93.9
56097,33.26666667,104.25,60.8,26.4,87.19999999999999
56116,31.41666667,95.6,47.8,2.2,50.0
56125,32.2,96.46666667,18.3,15.6,33.9
56128,31.21666667,96.6,11.8,8.6,20.4
56137,31.15,97.16666667,12.9,4.6,17.5
56144,31.8,98.58333333,13.7,7.6,21.299999999999997
56146,31.61666667,100.0,15.2,8.5,23.7
56147,31.21666667,98.83333333,28.7,13.3,42.0
56151,32.93333333,100.75,11.8,6.6,18.4
56152,32.28333333,100.3333333,12.7,11.1,23.799999999999997
56158,31.4,100.6666667,26.5,1.7,28.2
56164,32.26666667,100.9833333,12.5,3.6,16.1
56167,30.98333333,101.1166667,23.6,0.9,24.5
56168,31.48333333,102.0666667,15.4,0.3,15.700000000000001
56171,32.9,101.7,25.9,6.2,32.1
56172,31.9,102.2333333,10.8,2.5,13.3
56173,32.8,102.55,42.7,25.700000000000003,68.4
56178,31.0,102.35,32.0,0.0,32.0
56180,31.68333333,103.85,49.9,17.1,67.0
56181,30.68333333,103.7,98.6,30.700000000000003,129.3
56182,32.66666667,103.6,34.9,14.5,49.4
56183,31.5,103.6166667,26.1,1.7000000000000002,27.8
56184,31.43333333,103.1666667,31.7,0.0,31.7
56185,32.08333333,102.9833333,35.4,0.0,35.4
56186,31.33333333,104.2,72.4,29.4,101.80000000000001
56187,30.75,103.8666667,113.0,52.400000000000006,165.4
56188,31.0,103.6666667,128.5,39.6,168.1
56189,30.98333333,103.9333333,100.9,37.3,138.2
56192,32.95,104.6666667,62.2,0.0,62.2
56197,31.15,104.1666667,229.6,90.4,320.0
56198,31.31666667,104.5,141.0,88.3,229.3
56199,31.03333333,104.6833333,143.1,42.4,185.5
56223,30.75,95.83333333,42.6,5.0,47.6
56227,29.86666667,95.76666667,24.1,7.2,31.3
56228,30.05,96.91666667,19.5,6.8,26.3
56247,30.0,99.1,9.4,2.8,12.2
56251,30.93333333,100.3166667,21.4,0.2,21.599999999999998
56257,30.0,100.2666667,15.2,1.2000000000000002,16.4
56263,30.88333333,101.8833333,48.1,0.0,48.1
56267,30.03333333,101.0166667,12.8,12.2,25.0
56272,30.81666667,103.8833333,94.9,28.3,123.2
56273,30.38333333,102.8166667,92.1,19.7,111.8
56276,30.45,103.8166667,40.5,20.4,60.9
56278,30.06666667,102.7666667,162.8,27.3,190.10000000000002
56279,30.15,102.9333333,228.2,45.3,273.5
56280,30.08333333,103.1166667,263.2,66.7,329.9
56281,30.18333333,103.5,68.7,64.0,132.7
56284,30.45,103.4333333,97.7,14.2,111.9
56285,30.6,103.5166667,156.5,80.8,237.3
56286,30.55,104.25,187.9,63.1,251.0
56288,30.58333333,103.9166667,196.9,145.3,342.20000000000005
56289,30.2,103.8666667,66.0,34.6,100.6
56290,30.78333333,104.1833333,98.4,17.7,116.10000000000001
56296,30.85,104.4333333,188.4,68.5,256.9
56297,30.01666667,104.15,209.2,109.4,318.6
56298,30.13333333,104.6,200.0,21.7,221.7
56312,29.66666667,94.33333333,42.0,5.9,47.9
56317,29.21666667,94.21666667,36.8,28.2,65.0
56331,29.66666667,97.83333333,20.4,12.6,33.0
56357,29.05,100.3,46.5,4.2,50.7
56371,29.91666667,102.2333333,45.9,5.800000000000001,51.7
56373,29.78333333,102.85,211.2,21.9,233.1
56374,30.05,101.9666667,10.1,1.1,11.2
56376,29.35,102.6333333,30.4,11.5,41.9
56378,29.23333333,102.35,24.5,4.5,29.0
56380,29.88333333,103.35,181.3,84.10000000000001,265.40000000000003
56381,30.06666667,103.5,142.8,74.3,217.10000000000002
56382,29.73333333,103.6,130.4,54.4,184.8
56383,29.83333333,103.8666667,92.9,19.6,112.5
56384,29.6,103.4833333,38.9,24.7,63.599999999999994
56385,29.51666667,103.3333333,238.1,177.9,416.0
56386,29.56666667,103.75,122.8,21.2,144.0
56387,29.23333333,103.2666667,66.8,17.5,84.3
56389,29.2,103.95,70.8,27.4,98.19999999999999
56390,29.66666667,104.0666667,110.9,4.6,115.5
56391,30.08333333,103.8166667,145.4,72.89999999999999,218.3
56393,29.76666667,104.85,186.2,1.1,187.29999999999998
56394,29.45,104.4333333,72.9,12.3,85.2
56395,29.51666667,104.6666667,83.5,0.4,83.9
56396,29.35,104.7666667,95.6,7.5,103.1
56399,29.18333333,104.9833333,39.5,0.0,39.5
56434,28.65,97.46666667,40.6,17.5,58.1
56441,28.71666667,99.28333333,27.3,5.800000000000001,33.1
56443,28.93333333,99.8,11.7,2.5,14.2
56444,28.48333333,98.91666667,41.6,18.6,60.2
56459,27.93333333,101.2666667,41.5,18.6,60.1
56462,29.0,101.5,13.2,4.2,17.4
56473,28.95,102.7666667,37.5,18.5,56.0
56474,28.55,102.1666667,20.6,8.4,29.0
56475,28.65,102.5166667,61.7,39.0,100.7
56478,28.3,102.4333333,83.0,49.4,132.4
56479,28.0,102.85,54.6,35.4,90.0
56480,28.81666667,103.5333333,142.4,54.8,197.2
56483,28.58333333,103.95,92.7,0.8,93.5
56485,28.26666667,103.5833333,64.7,14.5,79.2
56487,28.33333333,103.1333333,42.7,16.0,58.7
56489,28.23333333,103.6333333,103.3,52.6,155.9
56490,28.95,103.9,143.1,13.1,156.2
56491,28.7,104.5666667,86.8,12.4,99.2
56492,28.8,104.6,140.5,43.8,184.3
56493,28.85,104.9666667,41.5,5.3,46.8
56494,28.65,104.15,109.5,0.4,109.9
56496,28.31666667,105.2333333,90.7,41.0,131.7
56497,28.1,104.2333333,46.4,5.1,51.5
56498,28.15,104.5,65.0,23.9,88.9
56499,28.38333333,104.7833333,126.8,57.2,184.0
56533,27.75,98.66666667,47.4,9.1,56.5
56543,27.83333333,99.7,87.6,31.7,119.3
56548,27.16666667,99.28333333,64.2,23.1,87.30000000000001
56565,27.43333333,101.5166667,37.2,30.0,67.2
56567,27.3,100.85,47.0,17.2,64.2
56569,27.41666667,102.1833333,18.7,5.5,24.2
56571,27.9,102.2666667,40.3,32.9,73.19999999999999
56575,27.36666667,102.55,33.2,24.4,57.6
56578,27.06666667,102.75,59.0,51.4,110.4
56580,27.71666667,102.8,52.5,26.3,78.8
56582,27.75,103.9,63.9,32.7,96.6
56584,27.7,103.25,51.0,33.4,84.4
56585,27.18333333,103.5333333,81.4,28.5,109.9
56586,27.35,103.7166667,55.0,7.6,62.6
56592,28.43333333,104.5166667,74.8,35.0,109.8
56593,28.58333333,104.9166667,79.8,26.8,106.6
56594,27.63333333,104.05,86.2,50.2,136.4
56595,27.41666667,104.8666667,161.4,93.4,254.8
56596,27.85,105.05,165.1,86.7,251.8
56598,27.13333333,104.7333333,153.8,86.2,240.0
56641,26.9,98.86666667,67.6,35.3,102.89999999999999
56643,25.86666667,98.85,37.2,25.4,62.6
56645,26.41666667,99.41666667,59.4,22.1,81.5
56646,26.53333333,99.91666667,64.9,43.9,108.80000000000001
56649,26.1,99.96666667,80.7,55.9,136.6
56651,26.85,100.2166667,87.6,40.2,127.8
56652,26.68333333,100.75,35.8,16.400000000000002,52.2
